0,1,2,3,4,5,6,7,term
2.336269,-3.5840664,-1.4170073,-0.4574491,4.579479,-6.3199673,-5.4872494,4.6917024,songs i love
-1.229205,-2.4960961,-0.35215932,-1.213512,6.0466614,0.76734626,-5.189331,-1.4172534,dieta de martes
-0.65808386,-1.8151172,0.5029899,-2.5100696,2.164011,0.6177884,-0.32307473,0.3905159,gottolistenthisagain
-9.486047,-2.5585475,5.931133,-3.303113,3.15949,0.55412686,-6.338685,3.4515867,positive
-2.2892067,8.734786,5.093308,-8.898865,0.1916349,-2.7811587,-4.9219394,9.461219,smooth
0.109015055,1.371101,2.8185017,-2.5439882,0.12857823,-0.26004997,-3.3076668,5.107795,feel good
-1.9407663,0.90580595,5.1501436,-8.822742,-2.7617893,5.079606,-11.834066,7.872036,favourites
-1.8330516,4.3027124,5.0271163,-4.3862,0.10390891,0.6289308,-7.0967937,6.039747,male
-2.4644825,2.7977836,0.6865088,-1.8850516,3.3103092,-2.653043,-4.7123265,3.9405978,cover
-3.5339308,5.9912505,-2.2881565,-5.453247,3.1957426,2.509697,-6.705526,3.1483798,sleep
-6.9013143,2.4472063,0.25140464,-1.4310584,2.157656,-0.26448005,-6.478538,-0.41709998,britpop
2.6938703,1.5685571,0.11187428,-5.8564544,1.0964851,-0.37238124,-1.9652271,1.6904699,dance
-4.231107,0.8853763,2.386122,0.10090092,2.14527,0.6644378,-6.4247756,0.016395934,indie
-0.75286,1.2550137,0.50064975,-3.121484,3.300643,-0.68863213,-4.291173,3.181154,blues
-4.6844273,0.11145022,0.40842828,-3.8300838,-0.09511269,-3.4102457,-3.7086358,2.5004752,punk
-0.27696353,-0.55299854,-0.239233,-2.5835228,1.3002849,2.3486016,-2.8754463,0.9979016,favourite
-0.55207527,0.93112326,-0.076255776,-0.8541085,2.9868665,1.797282,-8.1688175,0.071654856,soft rock
-2.6645439,-1.8263035,3.4847267,-2.966922,7.9217253,6.2314577,-9.63875,7.737972,easy listening
-3.95793,-4.417402,2.297635,-5.707863,1.4782556,-3.959484,-1.4950778,-1.297542,get it
1.5227035,1.7198446,1.5615343,-0.51206154,1.5295771,-6.197287,-6.1215734,5.735341,great voice
-7.4587398,1.1707891,3.7934985,-4.6961117,6.440477,0.07955316,-1.6992501,4.8790045,soul jazz
0.57501245,3.3616545,-2.1592886,-0.18318106,3.232378,-1.957116,-6.0952435,2.8256779,crooners
0.46077278,0.4235557,-0.16029546,-0.9372905,-0.55118597,-1.6965678,-1.9262832,0.0061726817,great lyrics
-2.589022,7.5170965,-1.5407109,-2.5311913,5.7765975,-4.253357,-6.5046782,-0.28913814,piano jazz
1.943605,-0.27921197,2.58752,-2.1029813,-0.60342187,-1.9959197,-6.723849,-0.7159201,brit pop
-4.1435685,7.41355,1.305666,-2.7799814,5.7638392,-0.66625816,-5.435406,4.0647244,jazz vocals
2.7722406,0.11267685,10.891996,-4.109576,2.283199,-1.8943945,-9.0126705,0.5881122,love song
-8.420715,-1.1848345,-0.94884276,-9.840303,0.42779976,-5.1903987,-5.7928247,-1.8627077,smooth jazz
1.5783734,1.5843853,-2.0832756,-12.297986,2.2810497,4.9863462,-9.956026,-0.8236711,new wave
3.4279873,2.0157008,4.0819855,-7.633541,3.724415,1.5960498,-3.49875,4.3025036,80s
-0.17982419,4.6261597,-5.349909,-2.7735245,7.0625305,-4.5901427,-5.6202617,4.3378105,freedom
0.44932267,-3.1860027,-3.1018338,-5.452768,4.5894265,-1.257297,-3.7826269,-2.6108732,strangeromanticdeadrockcave
-1.8991463,0.76442766,1.6841888,-4.0680213,1.1632936,-1.3255385,-2.1519704,0.8816612,progressive trance
-1.450348,-0.39142868,0.73077065,-3.693967,2.8189814,-2.0223823,-3.2600029,0.76893926,psytrance
-1.8020726,0.23219302,1.19573,-3.7466874,1.3573259,-1.774936,-3.63329,1.1459818,goa
-5.4708724,-4.9537287,-6.2721314,-7.2919993,-3.0132608,3.2555568,-15.331624,6.5000396,awesome
0.062956534,-1.7599561,-5.8590083,-11.375398,0.7616143,-1.9228051,-5.7050605,-0.56212693,psychedelic trance
0.76497597,3.0426633,-1.9458549,-4.8861637,1.0768173,0.32155558,-3.3102257,2.380471,sexy
1.9926414,-0.17630388,3.9788525,-8.197584,-2.9103806,-2.6159892,-4.875946,4.0346885,wicked
-0.5534921,-0.6133595,-4.5395775,-10.740579,2.4810565,-1.9713742,-4.5157666,-3.3836381,psy trance
-1.4543525,-2.784886,-2.636482,-11.769936,0.289756,-2.3716383,-3.5962303,-1.6495539,progressive psytrance
0.6114457,-2.0999227,1.266529,-5.0725904,1.9414879,-0.7537142,-0.2114492,0.06939957,wanttohearagain
-6.0704393,-0.69001865,1.0851811,-7.0791316,-2.4655612,-4.771928,-2.9015324,4.765693,punk rock
1.1558081,11.0485525,1.6290654,-7.572727,1.8275938,1.4110347,-12.288577,4.8097076,ballad
-1.1452231,0.032168996,1.3703126,-2.0077655,1.700252,-1.1220174,-3.4498131,-0.8769686,norwegian
2.5500133,-2.0636313,2.723969,-1.2703065,4.297543,-2.9905427,-3.8813748,5.9500613,lovesong
0.07887958,0.8545924,-1.8270527,-6.185985,1.1797307,0.57264787,-1.5486915,0.42169237,electronic
-1.1814249,-1.5988929,5.791065,-5.089626,4.0486016,-0.9650374,-0.7415529,4.9079437,favorite by this singer
0.6500018,1.4855633,0.8277574,-3.5609856,-1.4755712,-0.6159175,-3.1380627,2.3951063,energetic
-2.0766804,-1.7706971,7.4456964,-4.593973,2.3573391,-0.61117965,-2.5376096,4.021375,sleek
-2.1566274,-1.3851321,6.866959,-5.934905,1.8377348,-1.4119496,-1.4446857,3.5642447,attitude
-2.6993206,-1.1366158,5.848292,-7.0464993,5.166571,0.7149304,-0.6652733,4.0665994,vocalization
3.6097376,-1.2138671,-5.247211,-10.263013,3.8895125,-2.477745,-3.6195195,4.0116444,evening
-2.7520385,2.6683993,5.664937,-4.498989,0.39260077,-3.0703838,-3.621334,7.718987,influential
0.3099757,3.7331522,4.110392,-3.6443048,2.8786635,1.1415838,-3.4725358,2.6961894,female vocalists
4.94866,-2.5271237,6.955258,-5.7893667,-0.46810213,3.176293,-19.350615,2.4855168,catchy
0.7090198,1.7344102,5.781832,-5.6063704,1.2730682,2.0515518,-4.8195624,2.2177932,female vocalist
3.267981,-1.2057185,7.3514442,-6.8770375,0.54004383,-3.1587458,-4.477362,6.290738,2008
-2.5031817,0.5014808,0.35946,-1.8893051,-0.3307581,0.017220866,-1.3412125,0.9559262,female
-1.1179543,-0.7529494,1.2235199,-3.3080099,2.3426092,-2.1497002,-2.9185665,1.6134005,house
-1.9017892,2.186574,1.4760444,-1.5791761,1.7012,1.8441871,-4.87589,4.6839366,happy
1.1122347,-11.141276,4.792135,-5.2847266,-0.7898827,-2.792001,-13.607531,9.8692875,love at first listen
0.012506012,1.8507208,-1.5967925,-7.2961965,-1.097934,-2.168531,-2.0137637,2.329002,electronica
-1.9642578,1.4776486,-2.8441465,-1.3810753,1.2643945,0.034980368,-4.133456,2.9646506,usa
1.1884642,-1.5611081,2.8716357,-2.9760885,1.5702757,0.6008695,-1.6189369,1.1529052,it is party time
1.037067,-1.2203897,3.3321862,-3.1769736,2.7104065,1.5987334,-4.974474,-1.7427282,summer 2009
2.404536,-2.7491617,1.7770844,-3.889429,4.6322393,-0.31672475,-5.485125,-3.1988199,3 and a half stars
1.6427418,-2.520925,3.3127882,-2.709598,0.27430156,0.41636357,-3.850518,1.5976213,i want to be independent listening to
0.6331914,-0.6254042,1.9046322,-0.86176264,3.3029754,0.81213844,-2.277186,-0.133005,web-found
-0.14001639,3.7440426,2.5280983,-6.012271,-1.4706645,-0.266716,-6.878924,-1.1177385,gorgeous
1.5082942,2.8168445,1.2034252,-5.664429,-1.8242824,-2.448368,-4.020197,0.6999309,eletronic
0.124892816,2.6560113,2.3487158,-8.218725,5.3360963,2.5886583,-2.2377996,6.4451203,funky
2.996565,3.9713085,4.958487,-10.629692,0.5013465,-1.2807671,-4.4448776,7.9452915,disco
-1.0854166,0.2305234,0.6181227,-1.9541065,-1.114662,0.31666318,-1.9607885,0.8131004,favourite songs
-10.036675,2.953824,3.8211963,-4.1016593,1.2815502,0.5156666,-7.1791534,1.2088164,night
-2.3773954,0.80734676,4.065151,-1.402615,0.34722084,0.82596725,-5.194989,3.0871623,pop rock
-2.626147,-0.56935614,1.823453,-1.4142215,1.2102656,1.1035562,-6.206665,7.505486,upbeat
-4.206785,2.1423802,1.0352938,-0.40774557,0.53254086,0.23751327,-6.698583,3.255339,english
-2.823097,7.912837,-2.700686,-3.6598167,0.47060516,-5.034671,-10.93994,15.491937,american
-0.9823213,0.78225285,-0.6520643,-1.672988,0.80370045,0.75213945,-1.5350031,2.8934612,party
-5.3197694,2.7912714,-0.63025236,-1.2269413,2.3206434,0.96325636,-6.042811,2.825779,female vocal
-7.3080144,-0.3058669,-0.8920297,-5.6837764,-1.256962,1.2416906,-8.639578,-0.11766696,alternative pop
-10.855217,-1.3386345,2.2148142,-2.7571483,2.0336957,-1.9702063,-5.710427,4.6116953,synthpop
-2.1625078,6.9530625,-3.8026202,-4.7699614,4.6584945,1.1964034,-8.297883,2.0712388,sublime
-3.9065073,2.1266477,0.8250973,0.22398666,1.0552375,-1.4717563,-5.208764,0.3530055,alternative
3.5613005,0.58730614,3.8420959,-10.955611,0.737733,2.4868326,-6.1446176,4.508831,electropop
1.4298788,-2.714289,3.272164,-5.1319375,0.2356357,-0.06898109,-2.3503327,1.9160126,dancemania
3.725546,-3.7402837,2.5066981,-8.11221,0.27281186,-3.4834862,-3.8760548,-0.033185735,dancefloor
1.0938886,-1.8036565,1.0867127,-0.7376239,1.3654172,-2.6647995,-2.9663162,4.796903,cool songs
2.727085,-0.18493988,-1.4700509,-11.651566,-0.82211435,-2.173181,-4.7768135,-0.033048138,funky house
4.8353076,-3.1300797,-2.4401596,-6.371224,1.5796984,-0.50778836,-7.692184,2.6821737,d
1.3866947,-5.4188404,5.2361274,-1.0864273,-0.9079241,-8.484038,-13.904446,9.715493,love it
2.1770844,1.50903,3.1813393,0.4959767,3.2689981,-3.8650205,-5.749176,2.6200635,female singer songwriter
2.634446,-2.0085657,1.8076364,-1.5601245,0.72520965,-1.8099895,-4.0887003,3.005952,dance pop
1.349281,-1.5902131,-2.721387,-1.1909113,0.6872682,-2.2697809,-6.156004,2.215703,best song ever
1.9854319,0.3454679,2.454506,-2.0073845,0.16637018,-0.44197604,-2.612998,1.5490971,dance-pop
-1.0368294,0.74749446,4.822583,-2.0622463,-1.0810726,-1.0595474,-6.6450186,0.1033805,pop-rock
5.802537,4.040832,7.5078893,-6.5721455,6.7802906,-3.2397017,-5.358848,3.0886376,eurodance
5.52446,0.24963014,-1.4398482,-6.0687103,0.45861262,-0.4931991,-10.568363,3.4190478,feelings
6.3293896,-0.8872656,-2.739015,-5.5984383,-0.20055532,-3.563811,-12.070635,9.356766,memories
6.7369213,-3.2778792,1.5253397,-5.5731473,5.5453215,-5.7091937,-4.8059506,2.8835144,melodic rock
-0.7410404,-2.2257144,0.08424646,-2.5484881,4.0643005,-3.1128747,-0.40754634,1.2733598,transym
-1.5839628,0.462092,1.466887,-3.8139024,2.1477017,-1.4381114,-2.708747,2.6940653,rap
-1.5484488,0.7636277,0.5865903,-3.290239,1.941097,-1.5107608,-2.3958268,1.085767,gangsta rap
-1.4086095,-0.40864518,0.4227909,-2.1924062,2.7729475,-2.134615,-1.7176772,1.165098,west coast rap
0.24710038,-3.7011335,-1.6457363,-0.600613,2.8921404,-0.21679237,-10.728036,2.3585112,wake up
-4.2497272,-1.6860864,3.6973963,-2.1222687,5.6275177,-5.613105,-1.3280813,-0.07013467,time to roll
-0.93876064,-0.69914,1.1263378,-2.7606966,2.4202185,0.21444461,0.17074803,-0.09134967,partygroove
1.091595,0.7684444,2.0815196,-1.5003312,4.598547,-3.959839,-5.113348,9.71584,90's
-6.6819057,-2.9143956,-1.6117343,-7.19306,1.0707891,-3.6407835,-5.963998,-4.650353,weed
-2.3923676,2.6940732,-3.2496204,-1.6350132,0.7535368,-8.109204,-6.777683,2.54784,bounce
0.5550766,-1.6466517,-0.27149436,-2.3949423,3.4070177,0.6616424,-1.0757366,0.37425917,britt
-4.8459024,-2.4777155,-0.5251214,1.1791935,4.5320287,-1.2801021,-6.6419687,3.4694865,bubbles
1.9567205,-1.6238984,4.5694027,-3.354873,1.7747772,-4.125197,-5.902389,9.926034,light
-1.2096059,0.6886672,3.3835645,-9.085119,-3.9567256,-2.646377,-4.720166,2.8992996,lol
-0.7683108,-0.19509074,0.9183735,-1.1150254,-0.78068256,0.13902737,-1.5706973,0.7143241,amazing
-4.624059,2.1765966,4.204247,0.6582665,3.598532,-1.2599055,-5.642647,3.5118718,rnb
-2.9716358,7.140763,-4.272986,-6.8072453,0.9173384,-2.991242,-6.7176347,5.005389,1985
1.6678525,-2.0426333,0.27677795,-4.779701,3.0305393,1.3140416,-1.7373434,1.0695107,homosexual intifada
2.2518578,-2.1399198,1.3991472,-3.4680288,4.261389,-1.352768,-2.9267266,-2.2708864,bloody gay disco
-2.087136,-1.6134773,0.950882,-3.524892,-0.82924336,1.007682,-2.4752228,2.7897696,epic
-2.8679938,-4.4322104,5.109858,-4.8898864,0.03367614,-1.0797229,-3.9387748,6.031804,liverpool
2.854404,-1.0524778,-0.016495338,-2.278641,1.655697,-0.669691,-2.4690747,2.0419605,80's
1.7348015,-1.3794314,0.03730167,-2.003739,2.3363907,0.19837898,-1.2808961,0.9816235,my 80s
2.0888395,-2.8737373,0.094374746,-2.2109427,3.4230626,-0.07241309,-2.5445666,0.5348253,hookie mixture
0.7170581,-1.0020233,0.60595226,-1.1979524,1.6889101,0.9011419,-0.9637766,1.4101362,happy thoughts
0.40782955,-5.752315,2.4220688,-2.1833434,1.733606,-1.9636551,-8.133459,-1.5965278,hammer
-2.9704459,-5.661499,-1.4530634,-2.345987,2.8375921,-1.3632632,-3.9563093,5.145247,great lyricists
4.840625,-2.1643915,0.19378868,-4.720358,2.5241864,-0.825074,-4.1043873,3.2336876,trevor horn
-2.111354,-1.3353853,3.69398,-1.7876068,3.8649302,0.64379877,-3.6019611,6.5809627,naughty
0.14069098,-1.2792305,1.5106847,-2.3409216,2.9431105,-0.052403685,-0.93194306,-1.2051293,cps2006-favorite
2.1459224,-1.8356194,3.5673068,-4.245455,5.780811,0.11674816,-2.090792,0.09881426,favouritepop
1.7655128,-0.74506015,2.863329,-4.405717,4.9931364,0.6975755,-1.1036552,1.5886006,favourite 80s
-1.9108205,-4.291664,2.7412243,-3.5962317,4.247648,-0.3333901,-1.9202393,-0.9107793,efren
2.3158019,-2.563804,1.2614425,-4.5105977,3.9961658,-1.925986,-3.9444075,-3.4593306,po-kraftwerkski
0.86587816,-1.5885472,3.6902053,-4.9413676,6.179375,0.833691,-1.2764302,1.7488693,topfavouritestreamable
0.562614,-1.079353,2.7488017,-4.1022005,5.1934466,0.5527078,-0.6931635,2.011071,favouritestreamable
1.5088241,-2.0881274,0.9099218,-3.7931938,5.286837,-0.40151367,-1.2440923,-0.25947925,apex
0.8862564,-2.8176231,-1.4839503,-3.1656194,4.8728447,-0.44516057,-3.1297243,-1.435458,steveadamsfm
-0.74739033,-1.3838837,0.47749603,-3.0474517,2.1137366,0.36014417,-0.0072057745,-0.14987761,byron
1.5204546,5.3972144,0.056363504,-6.2718873,0.22641712,-0.064082555,-7.7172785,-0.45046705,long
1.7267761,-0.64848644,0.8176002,-1.2312311,2.9473438,-0.022169285,-1.6886187,-0.21876699,best songs of the 80s
-2.3810866,5.6719475,1.2676389,-8.162897,-1.9899263,-8.459429,-4.5895886,3.293525,poetry
2.962616,4.21934,2.3939173,-4.66394,-0.16382228,-1.0552139,-6.9108024,2.768895,uk pop
-1.2559551,4.481232,0.21940304,-6.282648,-1.4204484,-0.7750559,-4.242249,1.2529248,atmospheric
-0.60842884,2.643514,5.326657,-6.7864776,-1.5320014,-1.4537703,-4.4035907,5.8932343,fresh
2.11716,2.3420863,2.0299265,-3.9059126,5.7464175,-1.2627131,-4.991873,-3.445135,outstanding text
-7.5832233,-0.74524707,3.7571747,-3.7736619,0.44989276,-0.38405958,-4.1810694,4.791517,synth pop
-0.2422955,-4.2573266,-0.14030173,-7.988964,-1.3921999,-7.2680044,-3.145086,1.5324432,trash
-1.4524964,2.0978253,-1.2585609,-3.3168976,-0.7170844,1.1290143,-5.4603286,3.7553985,powerful
-2.7535796,4.74822,-2.1780381,-3.7681994,0.79623306,0.7459274,-6.281368,3.8031101,moody
-4.0847116,2.2919307,-2.4597182,-3.1837993,-1.269033,-0.8841404,-5.4750233,2.4948492,good
-8.009566,-1.6543897,-0.31656379,-6.4792104,-3.2491434,-7.018951,-5.616356,4.2947783,political
1.9510982,1.3014574,-0.9692413,-2.6179287,5.8254704,1.0427871,-3.712608,1.224036,famisa
2.087102,4.985624,1.5081984,-1.1230688,7.284332,-5.7251396,-6.0952044,1.2210264,romantico
-5.6565022,-0.9594294,1.7613125,-6.497526,5.260697,4.9088187,-4.997285,6.9764347,romantic
-0.51034296,3.7839,-3.9742236,-9.72229,3.2597022,0.4327404,-6.0413985,2.2528343,swing
-0.23976344,-2.274518,2.2055173,-1.206205,3.9389117,1.2263787,-2.868703,0.26672313,lts
0.39885995,-1.0023423,0.724851,-0.26396823,4.436836,-0.8292674,-1.6936747,0.55768543,malesinger
-2.4808092,2.2206135,0.42018992,-2.3798058,6.9975796,0.78525805,-2.7197068,-0.0059548677,swazz
0.65478575,0.14978261,1.1061208,-0.065410174,4.412921,0.13042487,-2.9933786,0.27655655,fh projex
0.31189996,2.8514185,0.91173124,-0.9843055,8.144925,-1.7387064,-4.079583,0.5720052,fhnotbad
0.8560793,0.10498658,0.9123454,-0.19693893,2.7166584,0.24865046,-1.9235935,0.10258749,official uk chart number 1
2.1572146,3.2297072,-0.36244905,-3.2700176,8.812012,-0.101082034,-4.250244,2.4193041,hombre vocalista
-6.550237,5.7044635,12.170879,-6.5028186,-2.664309,-4.845268,-9.654627,3.9832947,sweet
1.1401552,3.5910652,2.012556,-4.1994615,-1.1301758,-2.14228,-4.32026,0.70095986,best
1.0391707,2.8124886,3.5321167,-1.4945928,1.3135374,-0.11161556,-4.5786095,1.5825111,love songs
-0.26856202,2.5922818,8.209833,-4.7678404,5.9843245,-5.862227,-6.3625965,-4.421666,40s
-0.4966447,4.996288,-2.274515,-0.06918321,4.736669,-3.1898172,-7.60263,4.898091,crooner
2.4078481,-0.6934527,-1.5464083,-0.79213685,1.6059215,-4.1973696,-4.7270036,3.4534786,great music
0.66796315,0.25550187,-0.29572853,0.11755766,1.37837,-0.27296385,-1.5278536,1.0963507,golden oldies
0.40045154,-0.98393345,0.9562851,0.718908,3.2515159,-2.4418607,-3.1344383,3.2940571,all time favorites
-2.0806997,-4.529295,4.2319965,-5.042798,0.9264408,-4.2502804,-4.3830523,-3.2610333,sway
-0.24626385,-4.193984,-0.31967193,-1.9946152,2.53604,1.4096978,-9.894176,-0.29593316,sunday morning music
-1.6316141,0.93284,-2.399986,-0.50512177,6.009389,-0.1733823,-4.095957,3.905451,evergreen
-8.962047,-0.03844724,-2.2724488,-4.815868,0.6805388,-4.348728,-3.9100375,5.183162,soundtrack
-4.185502,-1.7790555,4.799384,-1.0820136,-1.3340273,-5.9394774,-8.176305,2.1133826,beautiful songs
-5.955067,4.6104937,-1.0198822,-3.1651776,6.685608,-1.3898144,-3.383966,0.91451883,standard
2.0166109,-1.1612898,-3.6604211,-1.8763707,1.9781121,-3.4672601,-8.553735,-0.53896093,theatrical
-1.0210711,0.75102407,-2.2815068,-1.6050291,2.0317786,-8.582996,-8.833298,-2.642881,speed
-0.7516325,1.2835188,-0.18076125,-2.0627716,1.1861143,-0.60549843,-2.1255682,1.7593188,satire
1.7348455,0.25190204,-1.7497361,-6.0617547,0.3496237,2.2405322,-5.022225,2.635017,cool
-0.9133791,-0.23979354,0.3814919,-2.9004927,2.090294,-1.3888518,-2.9730995,0.6388083,baroque
-2.787092,-0.15911561,-6.771074,-7.378952,7.779894,5.1539493,-9.541858,3.79845,covers
-1.2623869,-0.13081537,0.59626424,-3.6453605,3.3160863,-2.0078764,-3.3641665,1.1323206,french
-2.3507478,0.10786152,-0.13735043,-3.0063276,1.840287,-0.6416507,-4.132883,0.77839637,progressive rock
-3.789307,-0.71839374,-5.705531,-0.828524,2.352405,-3.1374137,-10.838417,1.028981,prog rock
0.41729286,-3.1624725,0.54519755,-5.3610415,5.3953695,-6.43598,-0.5888293,-0.843116,titletracks
-1.1607015,-0.6104997,-0.06654917,-3.9233403,1.4844708,-1.0319221,-4.1865196,0.50936127,swedish
-3.7981184,1.3264083,-2.2305186,-3.3242874,-0.43601352,-0.9326697,-4.6746993,-0.63899815,indie rock
-2.9731421,2.959693,-0.19534439,-4.4289384,-1.0903093,-1.4733663,-7.372131,1.5721439,garage
-1.8845688,-3.3057718,-2.8563578,-0.8665127,2.8337173,-8.017874,-7.865843,-1.131737,revolutionary
-6.3560534,-2.1028047,3.8756304,-0.6073388,1.6493438,-0.95042545,-6.7388725,5.728018,trojkowy ekspres
-4.5570498,-0.95541364,-5.7722163,-3.7531145,2.9518442,-0.068070635,-13.165003,-2.0829813,garage rock
3.1328058,-6.162719,1.5912837,-6.0512867,3.6766243,-5.6331067,-4.505305,-1.744603,candidate
1.352617,-4.0290627,1.1606299,-3.9947226,5.3229923,1.0026116,-3.3622818,-0.4850855,atf
-7.8168283,-1.0024791,4.2805223,1.9283984,6.117866,-4.7985897,-9.460896,1.4625121,class struggle
-0.6915951,-2.9731998,1.368128,-2.4527023,1.6755973,-1.052412,-1.8627559,-1.727881,good dot com
-0.8556109,-2.5085132,-0.033417773,-1.8144053,2.6161458,-0.17576067,-2.757786,-2.0521793,radio crazy diamond
