0,1,2,3,term
-2.2687023,-4.2584147,0.699307,8.02806,wanttohearagain
2.2136462,-0.37783659,3.115956,5.3761015,punk rock
17.690115,-8.776211,5.445792,7.6020565,ballad
2.2404952,-3.6405032,1.3675138,5.8811016,norwegian
6.461531,2.19238,-7.607728,6.3215737,lovesong
1.4848973,2.480796,0.4560943,4.810094,electronic
9.080908,-12.124608,-10.2479925,5.008721,favorite by this singer
11.763392,-3.3137503,7.8927016,8.984303,energetic
9.722938,-10.986603,-10.264288,4.4824605,sleek
11.363052,-10.730375,-10.596695,4.391844,attitude
2.8209279,-5.691824,-2.8533256,5.5224743,vocalization
11.353339,-6.2273674,4.021633,5.2123704,evening
14.068394,1.0059917,5.096337,8.113122,influential
4.5025587,1.5395854,0.6522182,2.8910372,female vocalists
11.336051,-14.9084,9.051631,12.058021,catchy
15.347721,7.413744,-0.04097177,10.337288,female vocalist
2.9116142,10.300317,-3.2797663,19.055603,2008
17.151834,2.4112027,3.3206294,8.569658,female
2.1125376,3.3483098,0.6166552,6.355228,house
9.876316,2.5429435,6.9034653,10.870219,happy
13.645885,10.005984,-7.032752,11.894464,love at first listen
1.3367226,2.0601041,0.48159623,4.117985,electronica
5.991733,3.1541595,8.053254,15.181709,usa
0.8799885,5.2642374,0.44047427,12.014409,it is party time
-2.700374,0.28040525,-0.95043004,10.12506,summer 2009
-3.9704578,-2.3555162,-0.83831966,12.294469,3 and a half stars
6.503447,5.2113986,-3.661861,6.037285,i want to be independent listening to
-0.80482167,-1.7713872,-8.800089,7.6155715,web-found
11.697653,-7.9745774,5.76916,6.8946996,gorgeous
7.4343987,-5.0248775,5.820088,6.3291473,eletronic
6.5627885,-9.913724,-17.455908,8.49525,funky
6.8197966,-0.17981835,2.5940778,5.026327,disco
11.435322,-0.91582847,5.258512,6.670693,favourite songs
5.54735,8.253981,1.8128536,14.642673,night
15.593563,1.5506828,10.75688,15.02944,pop rock
11.23487,0.8292716,8.747379,11.871365,upbeat
8.106416,4.205957,7.5836644,14.274731,english
14.575573,1.5682874,12.235257,17.343887,american
4.618403,4.7442346,7.2083063,17.723974,party
6.432325,5.61091,6.387836,15.375712,female vocal
5.666117,6.5492544,3.3021019,12.793538,alternative pop
1.8012913,3.0276957,0.7792927,6.288099,synthpop
4.6213984,-3.7915924,-1.962786,3.7621853,sublime
6.9611044,-3.1028576,12.145999,17.320162,alternative
4.268716,10.728894,1.2417581,21.546566,electropop
3.214153,2.3382254,1.0136198,9.325736,dancemania
2.420872,-10.893291,5.005814,10.251034,dancefloor
7.864133,2.8810399,-4.605516,3.815072,cool songs
0.9649258,-1.1840959,-0.91183716,4.752022,funky house
10.123068,-0.72825474,-6.9325805,2.998173,d
15.028335,3.1648822,-7.857104,5.9379287,love it
9.284751,-1.6822102,-6.9197097,2.6409152,female singer songwriter
14.688553,-4.856095,0.5108343,4.1576304,dance pop
14.726743,-1.004612,-4.586609,3.8338544,best song ever
14.311557,-7.6009936,1.5182126,4.5340486,dance-pop
8.796896,-11.530647,6.9621296,9.315652,pop-rock
4.070863,-7.2100806,0.30429977,3.8241818,eurodance
12.329767,-5.5733852,-6.89149,2.884071,feelings
13.941917,-3.181734,-5.887557,3.170614,memories
13.888927,-0.368026,-8.721563,4.4101806,melodic rock
1.179456,0.59523004,-0.27082974,4.099121,transym
3.6366131,2.9647198,0.4949154,5.1732845,rap
3.5311844,-2.4997919,-0.63328224,3.1847389,gangsta rap
1.9730132,-1.6972302,-1.4916375,3.349425,west coast rap
11.035383,2.8311255,-7.2278576,4.830425,wake up
0.027980028,-7.0273685,-6.853747,5.9179645,time to roll
-2.1152413,-4.989228,-2.4062994,6.3800316,partygroove
7.872062,2.6897497,-5.9214454,6.0164986,90's
1.5303675,-8.910738,6.1741004,11.600587,weed
12.241903,2.369605,-3.1659389,4.4901986,bounce
-0.6452887,1.6651644,-4.7169595,6.410804,britt
1.9104089,3.0738904,0.35870567,7.8441133,bubbles
11.814831,0.95489264,-9.151898,4.5207043,light
10.702233,-3.6535504,7.884073,8.941282,lol
16.270403,1.0700098,6.1478577,9.581528,amazing
4.372078,2.0504806,0.51386034,3.32322,rnb
8.600855,-5.790594,-5.7017694,2.9775581,1985
-0.42352197,4.0655437,-4.2779007,9.903069,homosexual intifada
-2.8558543,-1.4676508,-1.988314,8.013196,bloody gay disco
9.316273,-1.4774443,10.387677,13.548019,epic
6.928744,-6.300501,-3.1804624,3.3270853,liverpool
3.0071404,-10.330703,2.2638106,6.958147,80's
0.08742486,2.3520772,-5.2291675,6.6088243,my 80s
-0.10860333,2.2891612,-5.086191,6.443491,hookie mixture
0.80086493,2.6295042,-4.7024994,5.4373007,happy thoughts
3.7413247,6.793058,-3.0790172,9.758904,hammer
7.4262953,7.190563,-7.6720285,9.233675,great lyricists
1.82125,-4.524209,1.737413,5.067687,trevor horn
7.0942836,5.801976,-4.526649,6.765617,naughty
-1.9882423,-1.8478296,-2.267645,5.06333,cps2006-favorite
-0.03477977,-4.2847033,-8.406587,6.106877,favouritepop
0.22022563,-3.7700114,-6.7577615,4.518939,favourite 80s
-2.904223,-0.7799897,-3.3845325,8.492297,efren
-3.5468538,-2.0440054,-1.8578781,10.2102375,po-kraftwerkski
1.5305818,-7.053773,-10.646872,6.7432613,topfavouritestreamable
2.4005592,-8.566798,-12.007422,7.275995,favouritestreamable
-1.8847338,0.4549051,-6.4788013,8.80522,apex
-1.2715915,1.3485187,-4.787732,7.2922897,steveadamsfm
-2.702362,-5.5781827,-0.82390785,8.5712185,byron
9.308845,-5.8316174,4.3781924,5.169793,long
-0.743981,-0.6111896,-6.2094483,5.729021,best songs of the 80s
9.577699,-6.193096,6.94377,7.7104445,poetry
10.835311,-3.9485614,3.166328,4.2994285,uk pop
17.201937,-4.145519,5.0347753,7.195926,atmospheric
11.818329,-1.1254035,5.326351,6.73968,fresh
-3.1627254,-6.8604593,-3.827752,9.563283,outstanding text
7.932342,-1.3193812,6.5768075,9.207907,synth pop
7.1806784,-3.33077,7.522099,8.74559,trash
5.6599092,2.8426707,7.8804536,14.634315,powerful
5.468565,2.7652502,7.555086,14.08266,moody
9.353475,4.849994,8.937826,16.857073,good
6.25254,-7.933131,10.464684,13.974389,political
2.4034967,-0.20156406,-11.260702,7.1737056,famisa
8.362175,-0.4336423,-8.928286,3.7872584,romantico
20.427555,-3.3862214,6.247106,9.187995,romantic
3.269781,2.3877707,-0.034475908,3.441153,swing
-1.1750426,0.44597027,-5.517031,6.535075,lts
-0.36799762,-0.8378345,-8.240627,6.9191117,malesinger
-1.1152666,-8.009109,-6.4093432,7.5053678,swazz
0.7458481,-1.948057,-10.782371,7.5603743,fh projex
2.3145878,-2.9068804,-13.182148,7.8926177,fhnotbad
0.46567902,-0.9954888,-7.358446,5.1635036,official uk chart number 1
3.195676,2.275058,0.0053078476,3.4833083,hombre vocalista
15.968939,-1.3264781,4.3830795,7.0717773,sweet
12.426096,-7.597296,8.599989,9.594101,best
16.353773,-11.997046,4.5023694,7.319094,love songs
3.716234,1.397761,-0.026634272,2.8099647,40s
12.101214,-3.0258865,-7.96949,3.1902752,crooner
9.5737295,0.3309147,-4.225159,2.7820463,great music
4.2138734,0.09291035,-5.1661987,2.176791,golden oldies
10.041437,2.189279,-9.8683405,5.3502517,all time favorites
-0.17190914,-6.4847245,4.390438,9.9160795,sway
3.3156397,6.151274,-5.056537,9.012742,sunday morning music
6.167944,2.2661257,-10.665473,6.2767997,evergreen
6.5884657,5.1882806,-6.1386695,6.618829,soundtrack
6.7668576,-9.38529,-5.887553,3.4703877,beautiful songs
4.084865,0.32100397,-5.659624,5.055458,standard
12.258536,-1.5939183,-2.8698013,2.999717,theatrical
3.7609205,-9.717684,6.0086327,9.750599,speed
2.7972102,0.29694763,2.3275714,4.168389,satire
5.4619007,7.3349524,4.9042296,17.507229,cool
1.7956668,-0.8570789,-0.7702425,3.6582372,baroque
12.576173,7.20398,-3.7517781,9.972622,covers
2.7346141,-1.6354282,-1.5940492,5.1221757,french
1.0071648,1.9036603,1.8524503,6.953709,progressive rock
4.472685,1.8343995,7.6703744,13.973872,prog rock
-2.677112,-2.575817,2.4333148,12.188338,titletracks
1.3528559,-0.10908341,8.949981,19.873728,swedish
3.102865,0.7819232,2.683052,5.5536747,indie rock
5.7973976,-0.29820165,5.0257177,7.906845,garage
1.7982023,1.5271322,1.8206924,6.097216,revolutionary
3.3633986,3.4055748,0.2098288,5.5127115,trojkowy ekspres
5.235858,3.508944,2.181785,7.6609473,garage rock
1.5935794,-3.7677836,0.61946166,4.505085,candidate
-1.0279853,2.1217983,-5.435312,8.184092,atf
-1.1332188,-7.059275,-9.983042,8.890599,class struggle
-1.9586881,1.0573868,-1.5452938,7.754242,good dot com
-2.2196567,0.70607966,-2.701597,7.8326874,radio crazy diamond
-2.2214093,0.1686193,-2.585731,7.2000694,auralsex
-2.2823043,0.49849775,0.18919927,9.978207,liederabt
1.4549694,0.47725204,7.612474,16.770317,sweden
14.024397,0.9288224,5.2134743,8.142665,fave
7.941539,-8.762634,5.0763793,6.5701838,angst
7.1325426,-9.776781,0.18324809,3.9888158,glorious
8.53113,-4.520586,-2.1762052,1.8293196,old times
1.3700289,0.011946198,-0.12950084,4.9414406,garage punk
13.821385,-3.163573,-5.9838896,3.108946,top
9.524003,-0.4308716,-6.1319666,2.759062,my favourite songs
3.9223123,-7.656074,0.07640015,4.2508154,sommer
2.5952048,5.507664,-4.3002844,8.322123,alltime fave songs
-0.41698304,3.53831,-2.0993924,8.623722,casual
0.15205626,-4.6053786,1.8581278,5.638486,banger
1.1876812,4.637251,-4.339081,8.274087,alterindie
1.1434331,2.0758567,0.95848584,5.3305206,post-rock
4.346299,-3.6983519,2.5517702,5.3815002,sadcore
6.9546494,-0.902883,-5.1074433,2.0082371,one hit wonder
8.779011,-5.208046,0.7591608,2.8311694,one hit wonders
2.0316794,-2.564684,-1.5288842,5.0154204,reggae
9.446766,0.17308897,7.350153,9.509506,80s pop
2.113435,-3.293903,3.4060392,8.049967,1983
10.571869,-5.7562714,-0.8532549,2.673423,cheese
7.960331,5.908838,2.265639,9.314977,eighties
2.7493234,-8.390592,2.730125,6.084298,synthesizer
6.591679,-8.473738,5.3470383,6.93578,hit
12.342146,-3.4661481,-4.726976,2.6432822,pop/rock
5.7984195,5.3865533,6.090918,15.278098,fun
13.17499,-3.4260526,-2.7320008,2.9766572,good mood
14.747175,-1.8832467,-3.6968508,3.640624,best songs ever
2.5126078,-7.7717175,2.7278981,5.842566,1984
13.567069,-2.6665256,-8.787345,3.6916795,adult contemporary
5.268903,-6.9473815,-11.445155,5.0874467,sampled
5.0639734,-11.0659275,-5.19956,4.694236,loved
11.310445,10.193706,-0.018416287,13.884161,uplifting
11.308591,-5.929669,-1.0826023,2.7979448,guilty pleasure
11.704102,-5.6212983,-1.9845116,2.6439958,high school
10.574482,-1.3190441,4.7926188,5.9724765,happy music
8.952232,1.1999677,4.8257465,6.9185495,original
8.6985235,-10.604734,-4.1555514,3.6212194,power
10.984664,-8.730036,-3.1107855,2.9785502,electric
-0.30196297,-1.361766,-6.6931767,5.3529506,fheasy
1.2522366,-0.39950904,3.0776355,6.3590684,industrial
1.664932,-2.0036538,0.27592182,5.1032634,ebm
-0.0042045433,1.5454242,5.51038,16.136452,aggressive
10.71919,-0.79842174,7.161872,8.788969,angry
10.72248,-0.47787917,-0.9339659,3.078289,harsh
-0.7820578,-4.152328,4.386585,10.472737,blood
10.803667,-4.4891586,7.2209086,7.9813337,ost
7.3533416,-7.181485,8.195688,9.738237,great songs
2.0809743,-4.171129,1.5130526,5.6455445,lost
-0.523979,5.0981584,-2.263236,13.142773,daytrotter
-3.2544127,-2.1579843,-2.501489,8.837432,small hours
-2.664703,-1.2764522,-1.1898259,7.489241,a good day
0.49591845,-0.5614344,2.480641,5.4695544,grindcore
1.1735041,2.1489353,0.4076386,4.5587893,noise
19.221054,14.029154,-3.643495,17.097822,guitar
0.31490242,-4.4484143,-1.4226183,3.2058194,jazz fusion
1.0802386,3.4904325,3.0516348,15.263247,77davez-all-tracks
0.73229444,-0.53318304,2.2258604,4.9834833,fusion
14.77373,5.6686287,6.259262,12.8997345,relaxing
7.7051725,-9.026479,-1.0767082,3.339392,guitars
9.909892,3.8007095,-2.7461505,4.9183483,virtuoso
0.59631795,0.53582853,0.7771737,3.9544952,fusion jazz
1.3950646,-2.8096907,-0.80390394,5.097492,jazz rock
2.723223,2.346372,-0.34431532,3.2307706,instrumental
1.804834,-1.3886832,-0.8538555,4.0944,free jazz
-0.9127926,-11.306708,-4.031133,8.971601,ffmradio
-2.1574297,-10.491405,-5.819266,10.2267685,3 star
-0.8546394,-10.379799,-2.8662033,8.22501,smoothdiver
-1.299213,-10.042855,-3.3533502,8.529018,dddiver
-0.90531677,-7.8430104,-3.761546,6.492953,my favourite jazz
-1.3324841,-8.564602,-3.4390519,7.504793,pastime paradise
-0.7366097,-9.259862,-3.7904208,7.3560915,ffmrjazzmasters
-1.7067508,-8.23603,-3.790939,7.806457,bbcglove
-0.8308404,-8.24909,-4.529243,6.7398906,most mellow jazz
1.1935211,-1.5150354,-1.4322091,5.5782576,cool jazz
0.11351951,0.61893034,-0.6146554,3.5954676,pat metheny
11.285765,-11.37756,5.3671713,7.471164,sensual
1.8778086,-1.7424283,-1.7131549,4.138929,jazz guitar
2.0929136,-1.566901,-1.2281097,4.552598,african
1.14393,5.700801,-4.1629605,10.715463,merken
-0.17139468,-12.666858,-5.3686767,9.09819,pure jazz
3.4089587,1.0421187,-5.5020895,5.3289266,progressiv
0.8243855,2.6497102,1.2385604,8.474975,jazz-rock fusion
0.4686283,-2.3565166,0.7730099,6.533148,jazz-instrumental
-0.34058863,-2.6763136,-1.1288301,5.6816273,jazz-fusion
10.350024,2.1647863,-9.88512,5.3535852,male vocal
1.161216,-11.527842,-2.553518,7.0651,lounge jazz
2.8953648,-5.3269067,2.4534168,5.58879,like
1.5070715,-1.1432803,-1.219687,4.2066207,trova
3.6472719,2.4856033,-0.04486133,3.4507072,folk
13.772619,-3.986278,3.4709458,5.235526,girl power
6.4710007,-0.5334815,-12.03614,5.808921,new york
1.5640662,3.1679232,-5.2749987,5.8362846,love to sing
-2.264552,-6.9968867,-0.35454592,8.799732,secret agent
1.7637541,4.6964355,-8.471049,9.76173,opelmelange
-0.6487916,-0.31874397,2.700369,7.8986716,yeaaahhhhh
4.8657527,6.7079444,-4.9001226,8.825092,bad ass
-1.8625056,-0.7721017,-1.4925957,4.93897,active work music
1.5016205,-0.19071572,0.29042387,4.331232,riot grrrl
10.852782,-11.190172,5.3925714,7.468955,fav
10.607832,-9.168129,7.6445713,8.955426,good stuff
8.681082,-7.1874976,6.6297307,7.5530267,danceable
11.838658,-4.3559117,5.531005,6.429394,chick rock
12.735194,-3.345223,3.783549,5.2330565,introspective
11.718137,-1.3795543,5.277669,6.6117167,recommended
8.37566,-0.56008035,3.726531,4.808645,favorite songs
13.805663,-0.83300495,3.3569653,5.89351,female singer-songwriter
12.077391,1.5960896,6.245432,9.088904,favorite
6.794448,5.9732957,6.758647,16.411829,female vocals
0.51527673,5.460994,1.8190991,15.904685,alt rock
-0.3560868,-0.2062717,1.0864326,8.660435,haunted
0.0017622228,-7.569257,4.5859528,10.666855,femme
8.653842,0.084234565,-4.504139,2.4441016,motivational
10.417251,0.15805079,-4.134231,2.8945982,strong
12.674183,2.3464704,-3.5747912,4.577505,toll
13.630961,-0.16314383,-5.343854,3.7484677,love this song
12.28165,-13.930281,-1.41986,5.2793117,interesting
12.2232065,-9.781915,-0.015680425,4.075691,bouncy
10.540612,-8.069245,-0.019747244,3.4239354,women
11.802311,-6.477299,-1.3037435,2.988114,favorite song
12.647803,-3.0818655,-2.528017,2.9087543,anthem
12.996495,-3.0218258,-2.1201613,3.064137,different
3.1552415,-6.1781344,-0.51980054,4.4339294,summertime
1.1462295,1.3731796,0.86101097,4.9541225,new age
4.001197,1.833757,0.55634755,3.260487,dream pop
2.6567264,2.5580194,-0.38972047,7.4154286,skins
0.66025,5.2596025,-3.507432,10.2283125,sigh and swoon in equal measure
9.362245,3.6679575,-0.32414544,8.54469,downtempo
-0.8890423,3.2080753,-2.689059,8.6838,twinkling starry skies
6.6566606,4.477421,2.8231726,9.223111,haunting
0.3649087,-3.2865825,1.7182845,7.1825633,any colour you like
1.184476,-0.9508306,-0.57801086,4.844486,femalevocalistsgdchill
-3.2688255,0.01482369,-0.8975979,12.147252,american i like
-3.873259,-1.8634294,-1.8389952,11.593562,sanftmut
-1.7451172,4.9997025,-7.05326,15.933576,alternative  punk
7.6182556,5.4271674,4.5622916,11.4745035,waltz
10.209532,-0.7083909,1.8845409,5.383152,eerie
14.073577,-3.617953,4.016206,5.776751,soothing
7.4157147,-11.714877,-0.07389405,4.97699,spooky
10.93714,-12.686815,-1.8814522,4.7006454,masterpiece
9.827664,1.8159932,-2.75252,3.4818504,dreamlike
14.057589,5.966529,-5.5865498,7.607338,2006
11.755246,5.8642616,-6.040872,7.1335053,like it
3.8546796,2.586476,-8.077292,5.526874,slowhand
0.03724921,2.0041528,-6.4258337,6.950265,video killed the radio star
2.959096,-2.6339862,-0.42802936,2.3267267,italo disco
4.247347,-3.295765,-2.434116,3.6576297,hi-nrg
1.6525072,-2.6250045,-5.4189143,5.2628703,i love disco diamonds
0.34742755,-3.5429366,-8.55717,5.8581314,discompany
1.5710652,2.3747652,0.57109773,4.6736407,canadian
4.8092594,3.1215785,0.16642883,4.536777,country
-2.0037193,1.1209718,-8.04555,11.0081415,present participle
-1.6035936,-19.76866,-2.9395015,16.727243,drjazzmrfunkmusic
10.962993,-12.297669,2.420457,6.0272346,peaceful
10.274687,-8.24912,2.229841,4.3325562,chill music
-3.0835617,-0.26108557,-4.133637,9.971651,bpluscoop
-0.82426476,-1.2796404,4.538342,12.131599,gw metal
3.093944,-2.845899,-0.43188974,4.311101,trance
1.552868,2.4281752,0.7399261,5.124278,electro
1.3316952,0.83934546,2.8857472,6.4023786,dutch
3.8836827,4.3705926,7.267798,17.951294,club
4.396907,-12.361433,2.7366617,9.459292,progressive house
1.6452466,-6.6247654,9.269777,16.39563,hair metal
12.633234,-9.977412,-6.788936,3.5482452,dream
7.1813555,-11.453445,-5.211675,4.196984,rock ballads
3.5923443,-4.5179267,4.731022,9.267931,glam metal
10.40782,-3.4269679,5.985105,6.6770954,my music
14.743913,0.9198953,5.546295,8.61733,favorite artists
5.7967305,4.3440785,1.9387238,7.085557,80s hair metal
0.68046564,-0.6761768,2.5007975,4.59739,metal
2.107697,5.687716,-2.7129786,9.147856,listen more
4.2549624,1.6271582,0.020485047,3.2823846,francais
5.018975,0.29019296,0.8429378,3.6871638,world music
2.670799,1.6117132,0.6020717,3.360833,france
-3.2733722,-9.418426,-0.6588256,12.358861,electronicadance
2.105623,1.2617412,0.9595905,4.1075172,mod
2.800137,-6.1461325,-4.410611,4.3928056,body rock
2.983592,2.8232427,-11.06138,8.520973,british hard rock
0.5411199,1.6728405,-6.262262,5.869409,british mod
-3.0689592,0.26904252,-4.9255557,10.689762,fabfuckintastic
1.9467658,1.678065,-8.844704,6.6568065,british psychedelic rock
1.8627614,1.2663916,-9.291891,6.799525,60s british invasion
2.3226094,1.2958665,-10.242134,7.202696,60s british rock
1.9882935,0.98283076,-10.307475,7.330761,60s british
-1.0866541,-0.79435265,-6.424654,6.270337,kickin the head
1.1748477,0.32464194,-9.533157,7.0267754,60s british hard rock
2.541327,1.4483787,-10.923694,7.679097,classic british hard rock
0.50285405,-0.026485343,-8.203748,6.2112193,m60rock
2.8671026,2.5861409,-10.038832,7.6407685,british 60s
4.078528,-9.43817,-4.369638,4.017129,music for the revolution
4.1127763,3.0660799,-11.09669,8.021571,classic british rock
5.3688946,2.3754752,-9.530376,5.839408,british psychedelia
6.4235635,2.9428337,-11.909671,7.5292273,classic hard rock
6.983632,2.9805164,-13.56165,8.455584,british rock
2.8973675,-0.15838344,2.808444,4.7554636,proto-punk
1.7139536,-2.4760592,-0.7151044,3.586889,proto punk
0.6481414,1.3416398,1.0383468,4.7839117,psychedelic rock
2.2839644,-0.9057148,-0.25797418,3.9788525,deep house
1.4340189,4.35303,7.7208047,24.06948,progressive
2.5608857,-0.020701824,-1.8778813,3.6607046,southern rock
4.29859,3.1480482,-0.2118675,4.3891954,alt-country
4.0013475,2.4263515,-0.058678288,3.4535062,americana
2.649203,0.8201525,1.685382,4.3161297,austin
12.330108,-9.676513,-7.1334743,3.5111692,texas
2.2298384,-1.8920224,-1.3540964,4.8049574,mathcore
1.2757951,-1.0462832,3.260348,5.736494,hardcore
1.2097986,1.7613506,0.5068937,3.7047043,experimental
0.9187635,-0.9000269,3.2359197,6.311334,metalcore
0.49122697,-0.3809221,2.3652053,5.133544,math metal
0.6840647,-0.40807766,2.705609,5.5737233,progressive metal
0.9273934,-2.7528882,-1.1689426,3.4900362,jazzcore
1.5541567,0.4571843,2.5047817,5.940014,post-hardcore
4.0773487,-11.499375,-2.0853415,5.313227,experimental metal
3.3945403,-4.491997,-1.928676,3.494525,chaotic hardcore
13.466961,-5.0891395,6.5616593,7.533845,melodic
2.0013642,-0.10344693,3.4642282,6.395208,screamo
0.1499686,-0.5352336,2.1608622,5.0527306,technical metal
5.205347,3.0209281,1.7694763,6.0212517,emo
-0.38346875,3.9509928,-1.7592311,9.602046,genrelessimo
7.0699778,6.3497543,-4.9517627,7.539305,riff
-0.6906468,1.3701309,2.7227297,10.663584,in your face
5.3100495,6.450455,-4.7553887,8.220907,not emo
-1.7097487,0.8920524,0.6654006,9.003026,this is how guitars are supposed to sound
-2.2773955,1.0186584,-1.9738444,8.734664,alicemugshot
-2.1344583,0.052883394,-0.7873554,7.3313875,good9
-2.3811805,0.17605522,-1.2846793,7.837254,good7
-0.8223219,0.5505983,-0.59232116,3.1170118,muka muka
1.3773651,-1.6556993,3.0559967,5.01893,melodic hardcore
1.4442436,-1.7356542,-1.1424674,3.606656,thrashcore
6.655706,-13.315976,5.6201653,9.710117,fucking awesome
1.6038631,-1.8263253,-1.9235075,3.8771527,avant-garde metal
11.67419,-4.7407427,6.007077,6.748372,my favorites
4.0811043,-2.095551,-1.2035226,4.0464964,post hardcore
0.12187398,-1.616182,5.729896,12.423125,technical
15.9411,-1.1114342,4.1456976,6.9780707,sex
9.551495,-2.8514996,9.567848,11.57303,experimental rock
2.727538,1.3653189,-3.0613546,4.3854504,tech metal
